idd,journal,year,author,name,Short-Id
3003,Journal of Political Economy,2016.0,christian lambertz,,
3004,American Economic Review,2002.0,christian morrisson,,
3006,Journal of Political Economy,2018.0,christian roessler,,
3011,American Economic Review,2001.0,christine a. parlour,,
3012,Review of Economic Studies,2016.0,christine l. exley,,
3013,The Quarterly Journal of Economics,2000.0,christine l. soutter,,
3014,American Economic Review,2011.0,christoph brunner,,
3015,Review of Economic Studies,2002.0,christoph lülfesmann,,
3016,American Economic Review,2018.0,christophe spaenjers,,
3017,American Economic Review,2011.0,christopher a. parsons,,
3021,American Economic Review,2015.0,christopher a. powers,,
3022,American Economic Review,2016.0,christopher a. powers,,
3029,American Economic Review,2007.0,christopher c. afendulis,,
3030,Journal of Political Economy,2002.0,christopher c. geczy,,
3034,Review of Economic Studies,2015.0,christopher i. telmer,,
3040,Journal of Political Economy,2014.0,christopher j. palmer,,
3043,American Economic Review,2018.0,christopher l. culp,,
3055,Journal of Political Economy,2005.0,christopher r. taber,,
3056,Journal of Political Economy,2015.0,christopher r. taber,,
3057,Review of Economic Studies,2001.0,christopher r. taber,,
3059,The Quarterly Journal of Economics,2017.0,christopher r. walters,,
3060,The Quarterly Journal of Economics,2016.0,christopher r. walters,,
3061,Journal of Political Economy,2018.0,christopher r. walters,,
3062,The Quarterly Journal of Economics,2017.0,christopher r. walters,,
3063,Econometrica,2019.0,christopher r. walters,,
3064,American Economic Review,2018.0,christopher roth,,
3065,Review of Economic Studies,2012.0,christopher sleet,,
3066,Econometrica,2018.0,christopher sleet,,
3067,Review of Economic Studies,2006.0,christopher sleet,,
3068,American Economic Review,2016.0,christopher sleet,,
3069,Review of Economic Studies,2004.0,christopher sleet,,
3070,American Economic Review,2015.0,christopher sleet,,
3071,The Quarterly Journal of Economics,2009.0,christopher t. dawes,,
3072,Review of Economic Studies,2016.0,christopher t. stanton,,
3073,American Economic Review,2010.0,christopher t. taylor,,
3074,Journal of Political Economy,2004.0,christopher taber,,
3075,American Economic Review,2016.0,christopher timmins,,
3076,American Economic Review,2015.0,christopher timmins,,
3077,Econometrica,2002.0,christopher timmins,,
3078,American Economic Review,2012.0,christopher timmins,,
3079,Econometrica,2016.0,christopher timmins,,
3080,Journal of Political Economy,2019.0,christopher walters,,
3081,Journal of Political Economy,2001.0,christos ioannidis,,
3082,Review of Economic Studies,2006.0,chun-chung au,,
3083,Journal of Political Economy,2007.0,chunlin liu,,
3084,The Quarterly Journal of Economics,2017.0,claire célérier,,
3085,American Economic Review,2013.0,claire s. h. lim,,
3086,Journal of Political Economy,2018.0,claire s. h. lim,,
3087,American Economic Review,2009.0,clare leaver,,
3089,American Economic Review,2015.0,claudio lucarelli,,
3090,American Economic Review,2012.0,claudio lucarelli,,
3091,Econometrica,2011.0,claus thustrup kreiner,,
3092,Econometrica,2009.0,claus thustrup kreiner,,
3093,The Quarterly Journal of Economics,2019.0,clayton r featherstone,,
3094,American Economic Review,2019.0,clayton r. featherstone,,
3100,American Economic Review,2004.0,clive w.j. granger,,
3101,Journal of Political Economy,2013.0,clyde g. reed,,
3102,Econometrica,2018.0,clémence tricaud,,
3103,Econometrica,2001.0,"cochrane, john h",,
3108,American Economic Review,2019.0,colin d. sullivan,,
3118,American Economic Review,2016.0,collin raymond,,
3119,The Quarterly Journal of Economics,2019.0,constantine manda,,
3120,American Economic Review,2014.0,coren l. apicella,,
3121,American Economic Review,2019.0,corinne low,,
3122,The Quarterly Journal of Economics,2016.0,cormac ó gráda,,
3125,Econometrica,2001.0,"costa-gomes, miguel",,
3126,Journal of Political Economy,2013.0,costis skiadas,,
3129,The Quarterly Journal of Economics,2014.0,craig garthwaite,,
3130,American Economic Review,2016.0,craig garthwaite,,
3131,Review of Economic Studies,2019.0,craig mcintosh,,
3132,The Quarterly Journal of Economics,2011.0,craig mcintosh,,
3134,Econometrica,2001.0,"crawford, vincent p",,
3135,The Quarterly Journal of Economics,2018.0,crystal s yang,,
3136,American Economic Review,2018.0,crystal s. yang,,
3137,Journal of Political Economy,2000.0,curtis carlson,,
3138,American Economic Review,2012.0,cã©dric tille,,
3139,Journal of Political Economy,2016.0,césar sosa-padilla,,
3140,Journal of Political Economy,2001.0,d. marc kilgour,,
3144,American Economic Review,2003.0,dale j. menkhaus,,
3148,American Economic Review,2010.0,dan ariely,,
3149,American Economic Review,2009.0,dan ariely,,
3150,Review of Economic Studies,2009.0,dan ariely,,
3152,American Economic Review,2014.0,dan knoepfle,,
3153,American Economic Review,2014.0,dan kopf,,
3155,American Economic Review,2018.0,dana foarta,,
3157,American Economic Review,2010.0,dana w. placzek,,
3160,American Economic Review,2003.0,daniel a. hagen,,
3161,American Economic Review,2018.0,daniel b. magleby,,
3162,American Economic Review,2016.0,daniel barron,,
3163,American Economic Review,2013.0,daniel berger,,
3165,Review of Economic Studies,2019.0,daniel björkegren,,
3166,Econometrica,2017.0,daniel diermeier,,
3167,American Economic Review,2005.0,daniel diermeier,,
3168,Review of Economic Studies,2011.0,daniel diermeier,,
3169,Econometrica,2003.0,daniel diermeier,,
3170,The Quarterly Journal of Economics,2001.0,daniel diermeier,,
3171,The Quarterly Journal of Economics,2011.0,daniel diermeier,,
3172,Review of Economic Studies,2012.0,daniel egel,,
3174,Review of Economic Studies,2010.0,daniel ferreira,,
3179,American Economic Review,2006.0,daniel j. vine,,
3183,American Economic Review,2017.0,daniel keniston,,
3184,Review of Economic Studies,2018.0,daniel keniston,,
3185,Review of Economic Studies,2011.0,daniel krähmer,,
3186,Review of Economic Studies,2015.0,daniel krähmer,,
3191,American Economic Review,2007.0,daniel markovits,,
3194,American Economic Review,2010.0,daniel muller,,
3195,The Quarterly Journal of Economics,2000.0,daniel p. kessler,,
3196,American Economic Review,2007.0,daniel p. kessler,,
3197,American Economic Review,2017.0,daniel paravisini,,
3198,Review of Economic Studies,2015.0,daniel paravisini,,
3202,American Economic Review,2002.0,daniel s. nagin,,
3203,The Quarterly Journal of Economics,2013.0,daniel shoag,,
3206,The Quarterly Journal of Economics,2018.0,daniel villar,,
3207,Review of Economic Studies,2012.0,daniel w. elfenbein,,
3208,Review of Economic Studies,2015.0,daniel wolfenzon,,
3209,The Quarterly Journal of Economics,2007.0,daniel wolfenzon,,
3210,American Economic Review,2015.0,daniel yi xu,,
3211,Review of Economic Studies,2018.0,daniel yi xu,,
3212,American Economic Review,2014.0,daniel yi xu,,
3213,American Economic Review,2018.0,daniel yi xu,,
3214,American Economic Review,2011.0,daniel yi xu,,
3215,American Economic Review,2013.0,daniela glätzle-rützler,,
3216,Journal of Political Economy,2017.0,dario cestau,,
3217,American Economic Review,2003.0,dario focarelli,,
3218,The Quarterly Journal of Economics,2015.0,dave donaldson,,
3219,American Economic Review,2017.0,dave donaldson,,
3220,Journal of Political Economy,2016.0,dave donaldson,,
3221,Review of Economic Studies,2012.0,dave donaldson,,
3222,The Quarterly Journal of Economics,2019.0,dave donaldson,,
3223,American Economic Review,2018.0,dave donaldson,,
3224,Review of Economic Studies,2019.0,dave donaldson,,
3225,The Quarterly Journal of Economics,2019.0,david a keiser,,
3230,The Quarterly Journal of Economics,2018.0,david arnold,,
3237,Journal of Political Economy,2000.0,david austen-smith,,
3240,American Economic Review,2020.0,david blakeslee,,
3242,Econometrica,2018.0,david c. chan,,
3243,Journal of Political Economy,2016.0,david c. chan,,
3261,Journal of Political Economy,2016.0,david d. laitin,,
3281,Review of Economic Studies,2011.0,david goldreich,,
3300,Journal of Political Economy,2018.0,david h. hsu,,
3307,American Economic Review,2000.0,david hemenway,,
3311,Journal of Political Economy,2016.0,david hémous,,
3331,Journal of Political Economy,2003.0,david k. musto,,
3332,American Economic Review,2003.0,david l. carr,,
3333,American Economic Review,2001.0,david l. carr,,
3334,Journal of Political Economy,2019.0,david l. dicks,,
3335,Review of Economic Studies,2007.0,david lopez-salido,,
3336,The Quarterly Journal of Economics,2014.0,david lucca,,
3337,American Economic Review,2000.0,david lucking-reiley,,
3338,Journal of Political Economy,2002.0,david lucking-reiley,,
3339,Journal of Political Economy,2004.0,david lyle,,
3340,American Economic Review,2017.0,david lópez-salido,,
3341,The Quarterly Journal of Economics,2017.0,david lópez-salido,,
3342,American Economic Review,2017.0,david lópez-salido,,
3343,American Economic Review,2004.0,david m. drukker,,
3346,The Quarterly Journal of Economics,2006.0,david marmaros,,
3347,American Economic Review,2003.0,david masclet,,
3356,American Economic Review,2019.0,david molitor,,
3357,The Quarterly Journal of Economics,2019.0,david molitor,,
3364,The Quarterly Journal of Economics,2007.0,david n. well,,
3377,American Economic Review,2002.0,david popp,,
3378,The Quarterly Journal of Economics,2009.0,david pozen,,
3379,American Economic Review,2002.0,david pérez-castrillo,,
3382,Review of Economic Studies,2019.0,david s ahn,,
3383,Econometrica,2010.0,david s. ahn,,
3384,Review of Economic Studies,2008.0,david s. ahn,,
3385,Econometrica,2012.0,david s. ahn,,
3386,Econometrica,2013.0,david s. ahn,,
3405,The Quarterly Journal of Economics,2008.0,david scarborough,,
3406,Journal of Political Economy,2018.0,david schoenherr,,
3407,Journal of Political Economy,2012.0,david sims,,
3408,The Quarterly Journal of Economics,2000.0,david soskice,,
3409,Review of Economic Studies,2009.0,david sraer,,
3410,American Economic Review,2012.0,david sraer,,
3411,Journal of Political Economy,2010.0,david strã¶mberg,,
3412,The Quarterly Journal of Economics,2007.0,david strömberg,,
3413,American Economic Review,2018.0,david strömberg,,
3414,The Quarterly Journal of Economics,2004.0,david strömberg,,
3415,Review of Economic Studies,2004.0,david strömberg,,
3416,The Quarterly Journal of Economics,2018.0,david toniatti,,
3420,The Quarterly Journal of Economics,2019.0,david y yang,,
3422,American Economic Review,2019.0,david y. yang,,
3423,Journal of Political Economy,2017.0,david y. yang,,
3424,Econometrica,2002.0,dean corbae,,
3425,Journal of Political Economy,2015.0,dean corbae,,
3426,Econometrica,2007.0,dean corbae,,
3427,Econometrica,2003.0,dean corbae,,
3428,American Economic Review,2001.0,dean m. maki,,
3431,Journal of Political Economy,2007.0,dean r. lillard,,
3434,Journal of Political Economy,2003.0,"debeare, peter",,
3435,American Economic Review,2001.0,deborah f. minehart,,
3436,The Quarterly Journal of Economics,2017.0,deborah goldschmidt,,
3437,American Economic Review,2020.0,deepal basak,,
3438,Econometrica,2001.0,"dekel, eddie",,
3439,Econometrica,2012.0,demian pouzo,,
3440,Econometrica,2016.0,demian pouzo,,
3441,Econometrica,2015.0,demian pouzo,,
3442,Econometrica,2017.0,denis chetverikov,,
3443,Review of Economic Studies,2010.0,denis fougère,,
3444,Review of Economic Studies,2005.0,denis hilton,,
3446,Review of Economic Studies,2002.0,dennis a. yao,,
3447,American Economic Review,2000.0,dennis d. kimko,,
3448,The Quarterly Journal of Economics,2001.0,dennis f. shea,,
3449,Econometrica,2007.0,dennis kristensen,,
3450,American Economic Review,2013.0,dennis l. gärtner,,
3452,American Economic Review,2005.0,derek leslie,,
3453,Review of Economic Studies,2019.0,devin g pope,,
3454,The Quarterly Journal of Economics,2015.0,devin g. pope,,
3455,American Economic Review,2011.0,devin g. pope,,
3456,American Economic Review,2012.0,devin g. pope,,
3457,Journal of Political Economy,2018.0,devin pope,,
3458,Review of Economic Studies,2018.0,devin pope,,
3459,Review of Economic Studies,2005.0,dezsö szalay,,
3460,American Economic Review,2009.0,dezsö szalay,,
3461,American Economic Review,2001.0,diana l. moss,,
3462,The Quarterly Journal of Economics,2011.0,diane whitmore schanzenbach,,
3463,American Economic Review,2016.0,diane whitmore schanzenbach,,
3464,American Economic Review,2011.0,diego rybski,,
3465,Econometrica,2015.0,dilip abreu,,
3466,Econometrica,2000.0,dilip abreu,,
3467,Econometrica,2003.0,dilip abreu,,
3468,Econometrica,2007.0,dilip abreu,,
3469,Econometrica,2003.0,dimitris n. politis,,
3470,American Economic Review,2014.0,dina mayzlin,,
3474,American Economic Review,2006.0,dirk krueger,,
3475,Review of Economic Studies,2006.0,dirk krueger,,
3476,Review of Economic Studies,2019.0,dirk krueger,,
3477,American Economic Review,2009.0,dirk krueger,,
3478,American Economic Review,2005.0,dmitriy kvasov,,
3482,Review of Economic Studies,2008.0,dmitry davydov,,
3483,The Quarterly Journal of Economics,2019.0,dmitry kuvshinov,,
3484,Review of Economic Studies,2013.0,dmitry livdan,,
3485,Econometrica,2017.0,dominika kryczka,,
3486,American Economic Review,2001.0,donald b. rubin,,
3487,Econometrica,2001.0,donald b. rubin,,
3488,American Economic Review,2001.0,donald h. taylor,,
3493,Econometrica,2001.0,"donald, stephen g",,
3494,American Economic Review,2019.0,dongni zhu,,
3495,Review of Economic Studies,2004.0,dorothea kübler,,
3496,The Quarterly Journal of Economics,2019.0,doruk cengiz,,
3497,American Economic Review,2014.0,dou-yan yang,,
3500,American Economic Review,2012.0,douglas o. staiger,,
3501,Journal of Political Economy,2007.0,douglas o. staiger,,
3502,American Economic Review,2014.0,douglas o. staiger,,
3503,American Economic Review,2007.0,douglas rivers,,
3504,The Quarterly Journal of Economics,2005.0,douglas staiger,,
3505,Econometrica,2010.0,dov monderer,,
3506,Review of Economic Studies,2014.0,dror brenner,,
3507,Econometrica,2001.0,"duffie, darrell",,
3508,The Quarterly Journal of Economics,2010.0,duncan i. simester,,
3509,Econometrica,2012.0,duncan james,,
3510,American Economic Review,2000.0,duncan james,,
3511,Journal of Political Economy,2016.0,duncan sheppard gilchrist,,
3512,Econometrica,2001.0,"dutta, bhaskar",,
3513,The Quarterly Journal of Economics,2017.0,dylan glover,,
3514,Journal of Political Economy,2018.0,dávid krisztián nagy,,
3515,Review of Economic Studies,2009.0,désiré vencatachellum,,
3517,Econometrica,2008.0,e. elisabet rutström,,
3518,American Economic Review,2005.0,e. elisabet rutström,,
3525,American Economic Review,2018.0,e. jane costello,,
3526,American Economic Review,2013.0,e. ray dorsey,,
3527,American Economic Review,2016.0,e. ray dorsey,,
3528,American Economic Review,2013.0,e. ray dorsey,,
3529,Econometrica,2011.0,e. renault,,
3530,Econometrica,2011.0,e. renault,,
3531,Econometrica,2012.0,e. trubowitz,,
3532,Econometrica,2008.0,e. vytlacil,,
3533,American Economic Review,2008.0,ebonya l. washington,,
3534,The Quarterly Journal of Economics,2006.0,ebonya washington,,
3535,American Economic Review,2018.0,ebonya washington,,
3536,Econometrica,2002.0,econometric society,,
3537,Econometrica,2002.0,econometric society,,
3538,Econometrica,2003.0,econometric society,,
3540,Econometrica,2003.0,editors,,
3541,Journal of Political Economy,2009.0,editors,,
